"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"CD4 T cells",0,0,2.78819458128867,2.41303178782513,1.80564332218446,0,0,0,0,0,0,1.80564332218446,5.66582107543945,1.17131006717682
"B cells",2.9690240842549,0,0,0,0,0,0,0,0,0,0,0,2.86005926132202,-9.10813331604
"FCGR3A+ Monocytes",0,0,3.14298560709183,0,0,0,0,3.87364628191339,3.81431972052822,0,0,0,-6.2496700286865,1.37714672088623
"CD4 T cells",0,0,2.09651480349671,2.72625138255313,2.09651480349671,0,0,0,0,0,0,0,5.40773224830627,-0.047402773052454
"CD14+ Monocytes",0,3.01885673046475,4.36782009807934,0,0,0,0,3.83783915558922,0,0,2.01347435610029,0,-2.8937616348267,3.41270017623901
"CD14+ Monocytes",0,0,5.15884338907933,0,0,0,0,3.49230570038649,0,0,0,0,-1.8367719650269,2.99278545379639
"CD4 T cells",0,0,0,2.57013423420868,3.22426753856209,0,0,0,0,0,0,0,2.6109037399292,0.0596687197685242
"CD4 T cells",0,0,1.51759748953085,2.09463886544681,0,0,0,0,0,0,0,0,5.90202271938324,-0.707318186759949
"CD4 T cells",1.64155602626989,0,1.64155602626989,0,1.64155602626989,0,0,0,0,0,0,0,3.25544691085815,0.64761757850647
"CD14+ Monocytes",0,1.67704371247923,5.67822893626163,1.67704371247923,0,0,0,4.25696606729107,1.67704371247923,0,0,0,-2.7605133056641,2.77059054374695
"CD4 T cells",0,0,2.0242329918707,0,0,0,0,0,0,0,0,0,3.86052823066711,1.84188652038574
"CD4 T cells",0,0,1.61975725586195,0,2.20868396862704,1.61975725586195,0,0,0,0,0,0,2.71583557128906,1.19535779953003
"CD4 T cells",0,0,2.15464838700388,0,1.57120184588599,0,0,0,0,0,0,0,2.43375205993652,1.36251282691956
"CD14+ Monocytes",0,1.50031631752831,5.0827879964156,0,0,0,0,3.67158517253952,0,0,0,0,-3.0287580490112,1.92368257045746
"FCGR3A+ Monocytes",0,0,3.24932413221093,0,0,0,0,3.92288044735838,3.86688512308786,0,0,0,-5.7641572952271,1.50331616401672
"CD14+ Monocytes",0,0,5.52512098936203,0,0,0,0,4.2142653386798,0,0,0,0,-3.69007396698,1.24229872226715
"CD4 T cells",0,0,0,0,1.69169931933607,0,0,0,0,0,0,1.69169931933607,1.55288696289062,0.3100905418396
"B cells",2.63391902413117,0,2.01010809137879,0,0,0,0,2.01010809137879,0,0,0,0,2.95440769195557,-8.0477695465088
"B cells",1.3573810936217,0,0,0,1.91279731660451,1.3573810936217,0,0,0,0,0,0,4.04133081436157,-8.9495210647583
"B cells",1.89987343908586,0,0,0,0,0,0,0,0,0,0,0,2.37104415893555,-9.2373609542847
"B cells",2.58436744331864,0,0,0,0,0,0,0,0,0,0,0,1.96065616607666,-8.9787635803223
"CD4 T cells",0,0,1.4088359077262,2.59262142445953,2.59262142445953,0,0,1.97163083458408,0,0,0,0,4.30175709724426,-1.14631938934326
"FCGR3A+ Monocytes",0,0,3.48311705010674,0,1.23191099257344,0,0,4.0402191176461,3.01662204753053,0,0,0,-6.7768821716309,1.79955983161926
"B cells",2.04738806487155,0,1.47563657784546,0,0,0,0,1.47563657784546,0,0,0,0,3.93842840194702,-9.0618019104004
"CD14+ Monocytes",0,2.7791757414457,3.83551382593339,0,0,0,0,3.44078598747238,0,0,0,0,-1.9223041534424,4.54764938354492
"CD4 T cells",0,0,0,0,1.66895739931668,0,0,0,0,0,0,0,3.83979344367981,-0.0100907115265727
"CD14+ Monocytes",0,0,5.31618145140405,0,0,0,0,4.76024250010752,0,0,0,0,-2.3194465637207,3.69356679916382
"CD14+ Monocytes",0,0,4.90829688985259,0,0,0,0,3.32797129238541,0,0,0,0,-1.9097833633423,4.31340074539185
"CD4 T cells",0,0,2.09620183406936,1.51898924628139,2.72591792140661,2.09620183406936,0,0,0,0,0,1.51898924628139,2.10687160491943,0.265082597732544
"CD4 T cells",0,0,1.49412245867914,1.49412245867914,2.06823523928699,1.49412245867914,0,2.06823523928699,0,0,0,0,4.89423871040344,-1.82571685314178
"CD4 T cells",0,0,1.71633991396968,1.71633991396968,2.31532874066051,0,0,0,0,0,0,0,3.96010088920593,-1.29815077781677
"CD4 T cells",0,0,1.5480586557117,0,1.5480586557117,0,0,0,0,0,0,0,3.39833545684814,-0.447925627231598
"CD4 T cells",0,0,0,1.66131124334609,2.6245696606237,1.66131124334609,0,0,0,0,0,2.6245696606237,6.23874604701996,0.347222924232483
"CD14+ Monocytes",0,0,4.28815141763468,0,1.27128134380677,0,0,3.53661471498042,2.16289241451049,0,0,0,-4.367094039917,1.34645295143127
"CD14+ Monocytes",0,1.45289327865391,4.33514118175724,0,0,0,0,3.69649044312033,0,0,0,0,-3.9784812927246,1.73790228366852
"CD4 T cells",0,0,2.53163708099442,1.58063191318502,2.1651660828208,0,0,0,0,0,0,0,5.61071979999542,-0.279357612133026
"CD4 T cells",0,0,1.40279349988828,1.96474424162059,1.96474424162059,0,0,1.40279349988828,0,0,0,0,4.49279141426086,-0.661791205406189
"CD4 T cells",0,0,0,2.84229485571925,2.2058037184276,0,0,0,0,0,0,3.72298426999812,5.64266753196716,1.63247978687286
"CD4 T cells",0,0,1.51178494094777,2.08810836524805,1.51178494094777,0,0,0,0,0,0,2.08810836524805,4.67772817611694,-1.54979228973389
"CD14+ Monocytes",1.57513992864223,0,4.98766597228764,0,0,0,2.52526876846663,3.76458030037433,0,0,0,2.15904206495528,-2.7110500335693,0.570839703083038
"NK cells",0,0,0,0,0,0,0,0,3.4049264704207,0,3.79926009890277,4.63368266722473,10.2791798114777,1.83646321296692
"CD14+ Monocytes",0,1.32082159431769,5.31930002230452,1.32082159431769,1.32082159431769,0,0,3.44078598747238,0,0,0,1.32082159431769,-1.8159532546997,1.91625249385834
"CD14+ Monocytes",0,2.63092419790698,4.51312271898,0,0,0,0,0,0,0,0,0,-1.95871925354,4.48049449920654
"NK cells",0,0,2.42327734606979,0,1.81505080370736,0,0,0,3.07109725922785,0,4.73716762635958,4.48191268116467,10.8988738059998,1.38623535633087
"CD14+ Monocytes",0,2.32651099002087,6.2450972623282,0,0,0,0,4.08654051958394,0,0,0,0,-2.2385196685791,1.48552453517914
"CD4 T cells",1.20638151425892,0,1.20638151425892,2.33848184329009,1.20638151425892,0,0,0,1.20638151425892,0,0,0,5.21601486206055,-0.813770532608032
"CD4 T cells",0,0,1.90277992121162,1.90277992121162,0,0,0,0,0,0,0,1.90277992121162,3.96589803695679,2.72447919845581
"CD14+ Monocytes",0,1.84830106930019,3.99802156693854,0,0,0,0,4.25614178176444,1.30142030794683,0,0,1.30142030794683,-4.25940990448,1.39600300788879
"CD4 T cells",0,0,1.4244495020193,2.34819962407188,2.34819962407188,0,0,0,0,0,0,0,4.75869107246399,-0.453011780977249
"CD4 T cells",0,0,1.69061629995442,1.69061629995442,2.65805187706091,0,0,0,0,0,0,0,3.24743843078613,-0.418550848960876
"CD14+ Monocytes",0,2.00759309375898,5.45118228850982,0,0,0,0,4.07767945056935,0,0,0,0,-2.2625484466553,1.19983494281769
"CD4 T cells",0,0,1.61232414870373,2.20043099290899,1.61232414870373,0,0,0,0,0,0,0,4.97003626823425,-1.09538722038269
"B cells",2.01122853245675,0,0,0,0,0,0,0,2.01122853245675,0,0,0,2.08247375488281,-8.5857486724854
"FCGR3A+ Monocytes",0,0,3.25117801035556,0,0,0,0,3.74639096488955,2.6939039127603,0,0,0,-5.3258857727051,1.96731305122375
"B cells",3.32926807462839,0,0,0,0,0,0,0,0,0,2.67131361394878,0,1.8836612701416,-7.8171968460083
"NK cells",0,0,0,0,2.59539043904661,0,0,0,0,0,5.8166619852987,4.14327907576977,9.08913683891296,0.0907754600048065
"CD4 T cells",0,0,0,1.55893456990057,2.77352672062016,0,0,0,0,0,0,0,3.41507005691528,-0.53061056137085
"CD8 T cells",1.35609648983678,0,0,0,2.2662366553995,1.35609648983678,0,0,0,0,1.35609648983678,1.35609648983678,7.32698701322079,0.168289139866829
"CD8 T cells",0,0,2.35709500583626,2.73048623168873,2.35709500583626,0,0,0,0,0,0,3.88775382134371,6.64543759822845,0.619462072849274
"CD4 T cells",0,0,0,3.2169578190057,2.5631051891196,0,0,0,0,0,0,0,4.22761011123657,1.0226594209671
"CD4 T cells",0,0,0,3.1931265794716,1.73569995659759,0,0,0,0,0,0,0,3.6831214427948,-0.398676156997681
"CD4 T cells",0,0,0,2.02708950432037,2.38765545317256,0,0,0,0,0,1.45767944698385,0,3.59602403640747,0.575916230678558
"CD4 T cells",0,0,0,2.27245780891882,2.91270062418399,0,0,0,0,0,0,0,3.15378761291504,1.19035744667053
"CD4 T cells",0,0,2.46506634686284,1.85350210489353,2.8417878874808,0,0,0,0,0,0,0,3.04784440994263,2.29016852378845
"CD4 T cells",0,0,0,4.28025560470039,3.20894544631005,0,0,0,1.93704846870536,0,0,0,4.87769150733948,-1.12701547145844
"CD4 T cells",0,0,1.47459645912824,2.04621361751363,2.04621361751363,0,1.47459645912824,0,0,0,0,0,3.14421796798706,1.78216743469238
"CD4 T cells",0,2.05803927498675,0,2.05803927498675,0,0,0,0,0,0,0,0,2.2779803276062,0.840924918651581
"NK cells",0,0,2.40703610426903,0,1.80014174798086,0,0,0,3.05409646968604,0,4.84625287457604,5.0913925871077,10.5961923599243,1.11609554290771
"CD8 T cells",0,0,0,1.71521766563259,1.71521766563259,0,0,0,1.71521766563259,0,1.71521766563259,2.31409562022533,6.78946942090988,0.158042028546333
"CD4 T cells",0,0,0,2.72380894007626,1.74851866290355,0,0,0,0,1.74851866290355,0,0,3.36399030685425,-0.0149410106241703
"CD4 T cells",0,0,0,1.86632271113697,0,0,0,0,0,0,0,0,2.15799236297607,0.735190212726593
"CD8 T cells",0,0,0,2.37680123153569,1.77244035960556,0,0,0,0,0,0,1.77244035960556,6.16799175739288,0.432582497596741
"CD4 T cells",0,0,1.47955243525356,1.47955243525356,2.05180823273934,0,0,1.47955243525356,0,0,0,0,2.32418012619019,1.3132358789444
"CD4 T cells",0,0,0,3.51404689121986,1.4488912379773,0,0,1.4488912379773,0,0,1.4488912379773,0,4.37662315368652,-1.5669401884079
"CD8 T cells",0,0,1.75640286678226,2.35926157205627,1.75640286678226,1.75640286678226,0,0,0,0,0,3.00401127630968,7.09759157896042,0.828367710113525
"CD4 T cells",0,0,1.49626999036477,3.08145210306442,0,1.49626999036477,0,0,0,0,0,0,6.3361839056015,1.05120396614075
"CD4 T cells",0,0,0,1.73531514495429,1.73531514495429,0,0,0,0,0,0,0,2.89499568939209,2.0648238658905
"CD4 T cells",0,0,0,1.89457437468645,0,0,0,0,0,0,0,0,4.81349682807922,1.70690941810608
"CD14+ Monocytes",0,2.39834994226151,5.46432981142098,0,0,0,0,4.02584288716554,0,0,0,0,-2.4812507629395,3.41681551933289
"CD4 T cells",0,0,1.6398796706598,2.59999329004476,1.6398796706598,0,0,0,0,0,0,0,2.59754991531372,1.15268921852112
"CD4 T cells",0,0,0,1.75284405297838,1.75284405297838,0,0,0,0,0,0,0,3.3624792098999,-0.29746413230896
"CD4 T cells",0,1.5858611818701,0,2.17099356518735,3.33877097579499,0,0,0,0,0,0,1.5858611818701,2.67001485824585,-0.112135469913483
"CD8 T cells",0,0,0,0,3.12877542576334,0,0,0,2.47846871234069,0,0,4.54164916995487,8.96763908863068,2.26666450500488
"CD8 T cells",0,0,1.8099041925235,0,1.8099041925235,1.8099041925235,0,0,0,0,0,3.06523259589466,6.24708902835846,-1.93566787242889
"CD14+ Monocytes",0,2.0427009719033,4.97876823704197,1.47148641075863,0,0,0,4.35902931245432,0,0,0,1.47148641075863,-3.5794477462769,1.7321035861969
"CD4 T cells",0,0,0,2.81384949195747,1.41943804993247,0,0,0,0,0,0,0,5.4521541595459,-0.932940721511841
"CD8 T cells",0,0,0,0,2.6321208856186,1.66790968088943,0,0,0,0,0,4.51439808062675,7.96914157271385,1.40841674804688
"NK cells",0,0,1.99130826597491,0,2.99449811570996,0,0,0,2.99449811570996,0,4.34252314909643,5.31519189773022,10.2409546375275,1.06821250915527
"CD8 T cells",0,0,0,0,0,0,0,0,0,0,3.47898448931452,4.41533587813918,9.32488083839417,2.09099912643433
"CD4 T cells",0,0,0,3.57432763376169,1.78388639163995,0,0,0,0,0,1.78388639163995,0,3.88581323623657,-1.0926388502121
"CD4 T cells",1.69169931933607,0,1.69169931933607,5.25454316647264,1.69169931933607,1.69169931933607,0,0,0,0,0,0,3.16352653503418,1.60422611236572
"CD14+ Monocytes",0,3.41710787171243,5.64904067230838,0,0,0,0,4.42541138027641,0,0,0,0,-1.821026802063,2.77610850334167
"NK cells",0,0,0,0,2.37282232612858,0,0,2.37282232612858,3.80163473992824,0,5.3003969148501,5.08454128179839,10.3446280956268,0.930932283401489
"FCGR3A+ Monocytes",0,0,3.17500818318602,0,0,0,0,3.0010106378961,2.15667321234967,0,1.5730164873976,0,-5.0976371765137,2.05479192733765
"CD4 T cells",0,0,0,2.09214460593609,1.51537695203021,0,0,0,0,0,0,0,3.08084535598755,-0.283459544181824
"B cells",2.53216992758856,0,0,0,0,0,0,0,0,0,0,0,2.093505859375,-8.288013458252
"CD4 T cells",0,0,1.6362062807501,0,2.2269234554063,0,0,0,0,0,1.6362062807501,0,3.38058710098267,-0.988859117031097
"CD4 T cells",0,0,0,2.33069148836054,2.33069148836054,0,0,0,0,0,0,0,3.90357255935669,0.114587709307671
"FCGR3A+ Monocytes",0,0,2.75156027793507,0,0,0,0,3.19733722405574,3.73928169454661,0,0,0,-6.8828048706055,1.65852963924408
"CD4 T cells",0,0,1.57757515142955,0,2.52809325609378,0,0,0,0,0,0,0,2.89623212814331,1.25184893608093
"CD4 T cells",0,0,1.4687777235863,0,0.982812738540552,0.982812738540552,0,0,0,0,0,2.66553856354985,5.85114324092865,-2.09389853477478
"CD8 T cells",0,0,0,2.69501889021372,2.32276663119657,0,0,1.72311168315317,0,0,0,1.72311168315317,6.59585124254227,0.230308458209038
"CD14+ Monocytes",0,1.79134292404771,4.98311017131836,0,0,0,0,3.93133556155619,0,0,0,0,-2.1947326660156,3.17063665390015
"CD4 T cells",0,0,0,2.8354750422356,0,2.19936075972399,0,0,0,0,0,2.19936075972399,3.20868253707886,1.22798657417297
"CD4 T cells",0,0,0,0,2.84687061247852,0,0,1.62105844345712,0,0,0,0,1.85585927963257,1.13530158996582
"CD4 T cells",0,0,0,3.31714908419416,1.84313693515726,0,0,0,0,0,0,0,4.90351533889771,0.765464127063751
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,1.86670923233032,-7.6784334182739
"CD4 T cells",0,0,0,2.27912035405302,0,2.27912035405302,0,0,0,0,0,0,2.33992433547974,0.575891494750977
"CD14+ Monocytes",0,2.35536583020814,4.26232142840317,1.43046950616801,0,0,0,4.60116727407401,0,0,0,0,-2.4160413742065,1.49933624267578
"CD4 T cells",0,0,2.74037240642779,1.76317442783216,0,0,0,0,0,0,0,0,3.71908617019653,-1.13470506668091
"CD4 T cells",0,0,2.51371580201483,3.38020676180851,0,0,0,1.89842446852378,0,0,0,0,4.51948308944702,1.63883054256439
"CD4 T cells",0,0,0,0,2.28663181137711,1.69025567164657,1.69025567164657,0,0,0,0,0,1.76464653015137,0.972117960453033
"CD14+ Monocytes",0,2.55430803147033,5.00582341924271,0,0,0,0,4.49945373510672,0,0,0,0,-1.5937309265137,3.53366923332214
"CD4 T cells",0,0,2.10028024742432,0,0,0,0,0,0,0,0,0,3.65612006187439,2.4138069152832
"Megakaryocytes",0,0,1.60529084532146,0,0,0,0,0,0,4.72224730866537,0,1.60529084532146,-5.5106010437012,6.83551597595215
"CD4 T cells",0,0,1.67845983215565,1.67845983215565,2.27362959456693,2.27362959456693,0,0,0,0,1.67845983215565,0,2.83323574066162,0.397297948598862
"NK cells",0,0,0,0,0,0,0,0,1.79384584594983,0,4.0278101770996,4.91513963343227,9.77709150314331,1.8965779542923
"CD4 T cells",0,0,1.60720166839061,1.60720166839061,2.1947395527603,0,0,0,0,0,0,0,3.06110239028931,-0.944767475128174
"B cells",3.22330242049581,0,1.94986340274285,0,0,0,0,0,0,0,0,0,2.2142333984375,-8.3886785507202
"CD4 T cells",0,0,0,3.31766158260639,1.56848926349027,0,0,0,2.1516208205362,0,0,0,2.38227128982544,-0.134617269039154
"NK cells",0,0,1.41117602749663,0,0,0,0,0,0,0,4.23724728115554,4.23724728115554,10.6404552459717,0.747835159301758
"CD4 T cells",0,0,1.81247289524377,1.81247289524377,2.42047063492903,0,0,1.81247289524377,0,0,0,0,2.86269474029541,0.115659974515438
"CD4 T cells",0,0,2.2444536701465,2.61395115317969,0,0,0,0,0,0,0,0,3.25576829910278,0.466831147670746
"B cells",2.78272482014723,0,0,0,0,0,0,0,0,0,0,0,1.48941850662231,-8.4572687149048
"CD14+ Monocytes",0,0,5.15140437981335,0,0,0,0,4.28401072328507,0,0,0,0,-1.7858953475952,4.62396001815796
"Dendritic cells",0,0,5.26495468104349,0,0.988815508732518,0.988815508732518,0,5.35661493923767,0,0,0.988815508732518,0.988815508732518,-2.5245962142944,-0.628976404666901
"FCGR3A+ Monocytes",0,0,3.94044255541037,0,0,0,0,4.40312963017907,2.92608615325739,0,0,1.25904834431033,-5.8164539337158,1.18745446205139
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.98516178131104,0.356560498476028
"CD14+ Monocytes",0,2.48365479856426,5.19529554369079,0,0,0,0,3.72033660727865,0,0,1.53937212158794,0,-3.5404777526855,1.35968244075775
"CD4 T cells",0,0,0,1.62563259835408,0,0,0,0,0,0,0,0,2.73459577560425,1.12536859512329
"B cells",2.79923666372267,0,0,0,2.79923666372267,0,0,0,0,0,0,0,1.61108016967773,-8.0001058578491
"CD14+ Monocytes",0,1.95635388285499,5.75833833257765,0,0,0,0,3.96318480012839,0,0,0,0,-2.4305591583252,1.73330962657928
"CD4 T cells",0,0,2.32484472398328,0,2.32484472398328,0,0,0,0,0,0,0,3.75107955932617,-1.43823277950287
"CD4 T cells",0,0,1.47200368193716,1.47200368193716,2.66943642259855,1.47200368193716,0,0,0,0,0,0,2.42999887466431,0.34714275598526
"CD4 T cells",0,0,1.74734361007703,2.34934204738138,2.72247956061345,0,0,0,0,0,0,0,4.34476041793823,-0.288625568151474
"CD4 T cells",1.53193700851449,0,1.53193700851449,2.47497354765838,2.11072965833542,0,0,0,0,0,0,0,4.31139993667603,-1.54736042022705
"B cells",2.02995669182773,0,0,0,0,0,0,0,0,0,0,0,3.09696578979492,-8.2935752868652
"CD4 T cells",0,0,1.54893374296269,3.29380311605913,1.54893374296269,0,0,1.54893374296269,0,0,0,0,3.67809891700745,-1.61717891693115
"CD4 T cells",0,0,2.30999856153725,2.30999856153725,0,0,0,0,0,0,0,2.30999856153725,4.24300646781921,2.45062017440796
"CD14+ Monocytes",0,2.26973019213162,4.94041762574919,0,0,0,0,3.69001763477392,0,0,0,0,-1.8158054351807,3.32962703704834
"CD8 T cells",0,0,0,0,2.39155582030483,1.7859498421316,0,0,0,0,0,3.25139011881819,7.80604466795921,2.01857089996338
"CD4 T cells",0,0,0,2.37223447824386,2.01235061925175,0,0,0,0,0,0,0,3.5090970993042,-0.87091737985611
"CD8 T cells",0,0,0,0,0,0,0,0,0,0,0,3.98926626381208,7.44923615455627,1.76856744289398
"CD4 T cells",0,0,0,1.5257120478662,2.10374790813884,0,0,0,0,0,0,0,2.36432504653931,1.55184590816498
"CD4 T cells",0,0,0,2.71927519215534,1.51344028420563,0,0,1.51344028420563,0,0,0,1.51344028420563,5.84436202049255,-1.14037370681763
"FCGR3A+ Monocytes",1.52655736826815,0,2.84551237871222,0,0,0,0,4.26612403450091,2.73496615500187,0,0,0,-5.6416711807251,1.39027869701385
"FCGR3A+ Monocytes",0,0,4.72593520581753,0,0,1.41258443628059,0,3.72292363825977,2.80534472312774,0,0,1.41258443628059,-4.7707281112671,1.50015151500702
"CD4 T cells",0,0,0,2.55649886168834,1.93806563406736,0,0,1.93806563406736,0,0,0,0,4.33396553993225,2.24065732955933
"CD8 T cells",0,0,1.7399468934154,1.7399468934154,0,0,0,0,0,0,0,4.64760590827978,8.54144191741943,1.50762593746185
"CD4 T cells",0,0,1.8116156410013,0,2.41953715254724,0,0,0,0,0,0,0,3.78702902793884,0.359227299690247
"CD14+ Monocytes",0,2.71564303847989,5.09567931721253,0,0,0,0,2.71564303847989,0,0,0,0,-1.5488290786743,3.48491048812866
"CD14+ Monocytes",0,1.83159513585076,4.61147955306203,0,0,0,0,1.83159513585076,0,0,0,0,-1.2991790771484,2.69194531440735
"CD14+ Monocytes",0,3.12825333063389,4.79651207237865,0,0,0,0,3.51901276355263,0,0,0,0,-1.6425199508667,3.81695508956909
"CD8 T cells",0,0,2.49616449684084,0,1.88219852107302,2.49616449684084,0,0,0,0,0,4.50077431255993,8.67449831962585,2.30990219116211
"CD4 T cells",0,0,0,2.52703297563984,3.00537849705492,0,0,1.57666088543455,0,0,0,0,2.97114086151123,1.35388278961182
"CD14+ Monocytes",0,0,4.49945373510672,0,0,0,0,2.93351608337319,0,0,0,0,-1.6982917785645,3.3163468837738
"CD4 T cells",0,0,1.54573084079698,1.54573084079698,1.54573084079698,0,0,0,0,0,0,1.54573084079698,3.7887556552887,0.0929516032338142
"CD14+ Monocytes",0,0,4.51057697275219,0,0,0,0,2.62853577431505,0,0,0,0,-2.3824138641357,4.31887626647949
"Megakaryocytes",0,0,0,0,2.83623022199256,0,0,0,0,6.17906574822593,0,0,-5.4605169296265,6.78490781784058
"CD4 T cells",0,0,0,0,1.87890179222575,0,0,0,0,0,0,0,5.56381821632385,-0.495636880397797
"CD14+ Monocytes",0,2.2711578022981,5.62113530970265,0,0,0,0,3.91694713082859,0,0,0,0,-2.5018253326416,1.33802723884583
"CD4 T cells",0,0,1.67633674883342,3.12367168029375,0,0,0,0,0,0,1.67633674883342,1.67633674883342,2.94667530059814,0.80877548456192
"CD14+ Monocytes",0,1.64122042207886,5.32257953014504,0,0,0,0,4.65430905973749,0,0,0,0,-3.5095205307007,2.03135132789612
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.29654884338379,-8.8546447753906
"CD14+ Monocytes",0,2.10596262976118,4.47255364995562,0,0,0,0,4.29251311379609,0,0,0,0,-2.9125719070435,3.31381297111511
"CD4 T cells",0,0,0,0,1.77041569395953,0,0,0,0,0,0,0,5.81172013282776,-0.391555279493332
"CD4 T cells",0,0,1.49815506628049,1.49815506628049,2.43539114447013,0,0,0,0,0,0,0,3.77088451385498,-0.149132683873177
"CD8 T cells",0,0,2.32484472398328,0,0,2.32484472398328,0,0,0,0,0,1.72500447137959,6.93801659345627,0.813835263252258
"NK cells",0,0,0,0,0,0,0,0,2.96552602249889,0,2.5855012251463,4.76698641466173,10.2581984996796,1.04969573020935
"CD4 T cells",0,0,0,0,1.91255137370802,0,0,0,0,0,1.91255137370802,0,3.7304162979126,0.76526927947998
"CD4 T cells",0,0,0,0,2.25929435895987,0,0,0,0,0,0,0,4.46738886833191,-1.58076143264771
"B cells",2.65517764120922,0,0,0,0,0,0,0,0,0,0,0,2.92990493774414,-8.0769720077515
"CD14+ Monocytes",0,2.56089741343352,5.45521388907184,0,0,0,0,4.40238255605998,0,1.3830034082619,0,0,-1.9649658203125,1.9076761007309
"CD4 T cells",0,0,2.50541114883216,0,2.50541114883216,0,0,0,0,0,0,0,2.79514265060425,-1.01750135421753
"CD4 T cells",0,0,1.69387047869308,1.69387047869308,1.69387047869308,0,0,0,0,0,0,1.69387047869308,2.15955543518066,1.34667825698853
"CD8 T cells",0,0,0,3.17889755043635,1.72348982996304,0,0,0,0,0,0,3.50340375697436,6.30247867107391,0.870117425918579
"B cells",2.38705701641509,0,0,0,0,0,0,1.78182890102545,0,0,0,0,2.8158802986145,-8.5469589233398
"CD4 T cells",0,0,2.31574019311609,1.71671439966477,3.34629267128739,0,0,1.71671439966477,0,0,0,0,4.63256001472473,-0.39448007941246
"CD14+ Monocytes",0,2.30619303437024,5.52545293913178,0,0,0,0,3.61481782008955,0,0,0,0,-3.5103273391724,1.68211889266968
"CD14+ Monocytes",0,0,5.33233324030303,0,0,0,0,3.96043312558146,0,0,2.00619944541362,0,-2.793890953064,2.91615843772888
"Dendritic cells",0,0,5.3459364107203,0,0,0,3.32991714386159,4.70942908498803,0,0,0,0,-2.623405456543,-0.339422702789307
